plume_id,datetime,plume_latitude,plume_longitude,s2_path,s2_90_path,s2_360_path,plume_path,reprojected_path,resized_512x512_path,s2_path_std,s2_90_path_std,s2_360_path_std
GAO20210729t170627p0000-H,2021-07-29T17:06:27+00,32.0643997,-103.93497,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t170627p0000-H_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-H/GAO20210729t170627p0000-H_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-H/GAO20210729t170627p0000-H_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-H/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-H/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-H/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-H/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-H/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-H/s2_360_std_512.tif
GAO20210729t170627p0000-I,2021-07-29T17:06:27+00,32.0644323,-103.92921,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t170627p0000-I_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-I/GAO20210729t170627p0000-I_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-I/GAO20210729t170627p0000-I_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-I/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-I/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-I/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-I/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-I/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-I/s2_360_std_512.tif
GAO20210729t170627p0000-J,2021-07-29T17:06:27+00,32.1705137,-103.73248,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t170627p0000-J_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-J/GAO20210729t170627p0000-J_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-J/GAO20210729t170627p0000-J_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-J/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-J/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-J/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-J/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-J/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-J/s2_360_std_512.tif
GAO20210729t170627p0000-K,2021-07-29T17:06:27+00,32.2003821,-103.68404,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t170627p0000-K_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-K/GAO20210729t170627p0000-K_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-K/GAO20210729t170627p0000-K_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-K/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-K/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t170627p0000-K/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-K/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-K/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t170627p0000-K/s2_360_std_512.tif
GAO20210729t171940p0000-A,2021-07-29T17:19:40+00,32.001192,-104.01004,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-A_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-A/GAO20210729t171940p0000-A_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-A/GAO20210729t171940p0000-A_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-A/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-A/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-A/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-A/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-A/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-A/s2_360_std_512.tif
GAO20210729t171940p0000-B,2021-07-29T17:19:40+00,32.064982,-103.88284,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-B_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-B/GAO20210729t171940p0000-B_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-B/GAO20210729t171940p0000-B_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-B/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-B/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-B/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-B/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-B/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-B/s2_360_std_512.tif
GAO20210729t171940p0000-C,2021-07-29T17:19:40+00,32.1606199,-103.74579,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-C_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-C/GAO20210729t171940p0000-C_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-C/GAO20210729t171940p0000-C_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-C/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-C/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-C/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-C/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-C/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-C/s2_360_std_512.tif
GAO20210729t171940p0000-D,2021-07-29T17:19:40+00,32.170524,-103.73253,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-D_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-D/GAO20210729t171940p0000-D_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-D/GAO20210729t171940p0000-D_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-D/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-D/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-D/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-D/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-D/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-D/s2_360_std_512.tif
GAO20210729t171940p0000-E,2021-07-29T17:19:40+00,32.200603,-103.68447,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-E_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-E/GAO20210729t171940p0000-E_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-E/GAO20210729t171940p0000-E_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-E/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-E/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-E/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-E/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-E/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-E/s2_360_std_512.tif
GAO20210729t171940p0000-F,2021-07-29T17:19:40+00,32.200104,-103.67335,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-F_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-F/GAO20210729t171940p0000-F_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-F/GAO20210729t171940p0000-F_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-F/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-F/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-F/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-F/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-F/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-F/s2_360_std_512.tif
GAO20210729t171940p0000-G,2021-07-29T17:19:40+00,32.2135552,-103.62875,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-G_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-G/GAO20210729t171940p0000-G_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-G/GAO20210729t171940p0000-G_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-G/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-G/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-G/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-G/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-G/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-G/s2_360_std_512.tif
GAO20210729t171940p0000-H,2021-07-29T17:19:40+00,32.239529,-103.58247,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-H_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-H/GAO20210729t171940p0000-H_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-H/GAO20210729t171940p0000-H_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-H/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-H/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-H/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-H/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-H/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-H/s2_360_std_512.tif
GAO20210729t171940p0000-I,2021-07-29T17:19:40+00,32.254174,-103.57218,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t171940p0000-I_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-I/GAO20210729t171940p0000-I_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-I/GAO20210729t171940p0000-I_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-I/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-I/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t171940p0000-I/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-I/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-I/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t171940p0000-I/s2_360_std_512.tif
GAO20210729t173252p0000-A,2021-07-29T17:32:52+00,31.991292,-103.95993,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t173252p0000-A_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-A/GAO20210729t173252p0000-A_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-A/GAO20210729t173252p0000-A_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-A/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-A/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-A/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-A/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-A/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-A/s2_360_std_512.tif
GAO20210729t173252p0000-B,2021-07-29T17:32:52+00,32.213608,-103.62901,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t173252p0000-B_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-B/GAO20210729t173252p0000-B_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-B/GAO20210729t173252p0000-B_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-B/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-B/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-B/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-B/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-B/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-B/s2_360_std_512.tif
GAO20210729t173252p0000-C,2021-07-29T17:32:52+00,32.218079,-103.59829,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t173252p0000-C_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-C/GAO20210729t173252p0000-C_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-C/GAO20210729t173252p0000-C_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-C/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-C/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-C/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-C/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-C/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-C/s2_360_std_512.tif
GAO20210729t173252p0000-D,2021-07-29T17:32:52+00,32.2122399,-103.59401,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t173252p0000-D_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-D/GAO20210729t173252p0000-D_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-D/GAO20210729t173252p0000-D_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-D/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-D/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-D/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-D/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-D/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-D/s2_360_std_512.tif
GAO20210729t173252p0000-E,2021-07-29T17:32:52+00,32.239515,-103.58246,/data2/yuyao/methane_emission/carbonmapper_data_s2_l2a_complement_by_gee/GAO20210729t173252p0000-E_s2.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-E/GAO20210729t173252p0000-E_reference_month.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-E/GAO20210729t173252p0000-E_reference_year.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-E/plume.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-E/reprojected.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20210729t173252p0000-E/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-E/s2_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-E/s2_90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360_fixed_512/GAO20210729t173252p0000-E/s2_360_std_512.tif
