plume_id,plume_time,lat,lon,has_90,has_360,ch4_var,image_path,center_iy,center_ix,label
GAO20230831t210409p0000-B,2023-08-31T21:04:09+00,43.79507677710888,-105.36575733475352,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230831t210409p0000-B/s5p_pos_00.npz,2799,16,1
GAO20230831t210409p0000-B,2023-08-31T21:04:09+00,43.79507677710888,-105.36575733475352,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230831t210409p0000-B/s5p_neg_00.npz,3037,34,0
GAO20230906t175721p0000-A,2023-09-06T17:57:21+00,41.59751970238713,-107.86792766086587,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t175721p0000-A/s5p_pos_00.npz,2710,173,1
GAO20230906t175721p0000-A,2023-09-06T17:57:21+00,41.59751970238713,-107.86792766086587,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t175721p0000-A/s5p_neg_00.npz,2507,157,0
GAO20230906t180335p0000-D,2023-09-06T18:03:35+00,41.62945905332566,-107.88383579090686,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t180335p0000-D/s5p_pos_00.npz,2711,173,1
GAO20230906t180335p0000-D,2023-09-06T18:03:35+00,41.62945905332566,-107.88383579090686,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t180335p0000-D/s5p_neg_00.npz,2720,197,0
GAO20230906t180335p0000-B,2023-09-06T18:03:35+00,41.59758062179685,-107.86792033818172,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t180335p0000-B/s5p_pos_00.npz,2710,173,1
GAO20230906t180335p0000-B,2023-09-06T18:03:35+00,41.59758062179685,-107.86792033818172,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t180335p0000-B/s5p_neg_00.npz,2697,172,0
GAO20230906t182441p0000-A,2023-09-06T18:24:41+00,41.61031202459776,-107.94224909551102,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t182441p0000-A/s5p_pos_00.npz,2710,173,1
GAO20230906t182441p0000-A,2023-09-06T18:24:41+00,41.61031202459776,-107.94224909551102,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t182441p0000-A/s5p_neg_00.npz,2734,184,0
GAO20230906t180335p0000-C,2023-09-06T18:03:35+00,41.55132367432989,-107.87100244259896,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t180335p0000-C/s5p_pos_00.npz,2709,173,1
GAO20230906t180335p0000-C,2023-09-06T18:03:35+00,41.55132367432989,-107.87100244259896,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t180335p0000-C/s5p_neg_00.npz,2396,90,0
GAO20230906t180335p0000-A,2023-09-06T18:03:35+00,41.60426941459474,-107.8680190982075,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230906t180335p0000-A/s5p_pos_00.npz,2710,173,1
GAO20230906t180335p0000-A,2023-09-06T18:03:35+00,41.60426941459474,-107.8680190982075,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230906t180335p0000-A/s5p_neg_00.npz,2531,185,0
GAO20230907t200201p0000-A,2023-09-07T20:02:01+00,40.31930040153216,-104.32314480301534,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230907t200201p0000-A/s5p_pos_00.npz,2692,161,1
GAO20230907t200201p0000-A,2023-09-07T20:02:01+00,40.31930040153216,-104.32314480301534,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230907t200201p0000-A/s5p_neg_00.npz,2704,38,0
GAO20230907t172015p0000-C,2023-09-07T17:20:15+00,40.52268425016794,-104.33175048473844,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230907t172015p0000-C/s5p_pos_00.npz,2696,161,1
GAO20230907t172015p0000-C,2023-09-07T17:20:15+00,40.52268425016794,-104.33175048473844,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230907t172015p0000-C/s5p_neg_00.npz,2625,35,0
GAO20230907t172015p0000-A,2023-09-07T17:20:15+00,40.52090805605155,-104.7551075963937,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230907t172015p0000-A/s5p_pos_00.npz,2697,158,1
GAO20230907t172015p0000-A,2023-09-07T17:20:15+00,40.52090805605155,-104.7551075963937,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230907t172015p0000-A/s5p_neg_00.npz,2723,196,0
GAO20230908t162824p0000-A,2023-09-08T16:28:24+00,39.66303366270597,-104.68980101732734,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t162824p0000-A/s5p_pos_00.npz,2680,156,1
GAO20230908t162824p0000-A,2023-09-08T16:28:24+00,39.66303366270597,-104.68980101732734,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t162824p0000-A/s5p_neg_00.npz,2600,158,0
GAO20230908t172524p0000-A,2023-09-08T17:25:24+00,40.022407587008246,-105.01527069230508,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t172524p0000-A/s5p_pos_00.npz,2688,154,1
GAO20230908t172524p0000-A,2023-09-08T17:25:24+00,40.022407587008246,-105.01527069230508,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t172524p0000-A/s5p_neg_00.npz,2712,189,0
GAO20230908t171620p0000-A,2023-09-08T17:16:20+00,40.02253831322571,-105.0152322361206,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t171620p0000-A/s5p_pos_00.npz,2688,154,1
GAO20230908t171620p0000-A,2023-09-08T17:16:20+00,40.02253831322571,-105.0152322361206,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t171620p0000-A/s5p_neg_00.npz,3182,166,0
GAO20230908t162430p0000-B,2023-09-08T16:24:30+00,39.85432605150882,-104.75643581232627,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t162430p0000-B/s5p_pos_00.npz,2684,156,1
GAO20230908t162430p0000-B,2023-09-08T16:24:30+00,39.85432605150882,-104.75643581232627,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t162430p0000-B/s5p_neg_00.npz,2629,120,0
GAO20230908t182415p0000-B,2023-09-08T18:24:15+00,40.11418750788431,-104.86209813252238,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t182415p0000-B/s5p_pos_00.npz,2710,104,1
GAO20230908t182415p0000-B,2023-09-08T18:24:15+00,40.11418750788431,-104.86209813252238,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t182415p0000-B/s5p_neg_00.npz,2564,137,0
GAO20230908t182415p0000-A,2023-09-08T18:24:15+00,40.108668007054575,-104.90505584413202,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t182415p0000-A/s5p_pos_00.npz,2710,104,1
GAO20230908t182415p0000-A,2023-09-08T18:24:15+00,40.108668007054575,-104.90505584413202,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t182415p0000-A/s5p_neg_00.npz,2573,63,0
GAO20230908t190306p0000-A,2023-09-08T19:03:06+00,40.151641787778,-104.54207782639844,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t190306p0000-A/s5p_pos_00.npz,2740,58,1
GAO20230908t190306p0000-A,2023-09-08T19:03:06+00,40.151641787778,-104.54207782639844,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/GAO20230908t190306p0000-A/s5p_neg_00.npz,2543,121,0
GAO20230908t185249p0000-A,2023-09-08T18:52:49+00,40.15166910283981,-104.54206437667597,True,True,methane_mixing_ratio_bias_corrected,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/GAO20230908t185249p0000-A/s5p_pos_00.npz,2740,58,1
