plume_id,l89_minus90,l89_minus360
ang20160914t202059-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t202059-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t202059-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t203630-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t205235-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t205235-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t210910-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t210910-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t210910-G,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t214103-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160914t214103-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160915t180022-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160915t185210-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160915t190943-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t200814-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t200814-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t202433-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t202433-H,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t204345-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t205810-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t211157-F,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t212645-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t212645-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t221543-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160916t221543-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t181611-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t181611-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t185714-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t191047-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t192524-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t193841-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t193841-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t200444-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t210125-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t211125-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t211125-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t213418-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160917t224332-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t182830-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t182830-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t193800-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t203241-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t204619-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t204619-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t205955-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t205955-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t205955-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160919t211311-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t183143-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t183143-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t183143-F,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t184215-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t184215-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t185237-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t185237-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t191333-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t192359-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t192359-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t192359-G,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t193350-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t193350-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t193350-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t194340-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t195333-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t200330-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t200330-G,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t200330-H,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t201314-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t201314-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t201314-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t201314-G,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t202316-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t203245-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t203245-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t203245-F,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t204244-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t204244-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t205234-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t212208-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t213141-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t213141-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t213141-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t213141-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t213141-F,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160922t214116-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160925t170117-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160925t201200-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160925t201200-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t211208-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t211208-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t213004-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t221645-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t221645-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t223905-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t223905-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20160930t223905-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t181046-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t184552-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t184552-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t184552-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t184552-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t184552-E,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t185608-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t185608-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t185608-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t185608-D,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t191157-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t192737-C,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t205456-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161001t205820-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t192244-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t193609-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t193609-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t200520-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t201042-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t201042-B,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161003t213256-A,l8_minus90_LC80410362016158LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161005t182145-A,,l8_minus360_LC80410362015267LGN01.tif
ang20161005t182145-B,,l8_minus360_LC80410362015267LGN01.tif
ang20161005t184114-L,,l8_minus360_LC80410362015267LGN01.tif
ang20161005t194911-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161005t194911-C,l8_minus90_LC08_L2SP_045034_20160720_20200906_02_T1.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t175913-A,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t180917-A,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t180917-B,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t180917-C,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t181839-B,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t184812-A,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161006t200146-A,l8_minus90_LC80410362016190LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t172923-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-G,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-H,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-I,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-J,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-K,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-L,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-M,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t202359-N,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t203001-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t203001-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t203001-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t203001-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-E,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-F,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-G,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-H,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-I,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-J,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-K,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204039-L,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204651-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204651-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204651-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204651-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t204651-E,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t205502-H,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t205502-L,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210116-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210116-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210116-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210604-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210604-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210604-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210604-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t210604-E,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-E,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-H,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-I,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211115-J,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-D,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-E,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-H,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-I,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-J,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t211637-K,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t212326-A,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t212326-B,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
ang20161008t212326-C,l8_minus90_LC80450342016170LGN01.tif,l8_minus360_LC80410362015267LGN01.tif
