plume_id,l89_path,l89_-7_path,l89_pre_path,l89_pre_pre_path,std_ok,bug,l89_0_std_512,l89_-7_std_512,l89_-90_std_512,l89_-360_std_512,has_m90,has_m360,mask_path,datetime,plume_latitude,plume_longitude
GAO20240611t224204p0000-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224204p0000-C_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224204p0000-C_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224204p0000-C_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224204p0000-C_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224204p0000-C/mask_30m_512.tif,2024-06-11T22:42:04+00,34.43171884231815,-118.65064441928256
GAO20240611t224204p0000-D,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224204p0000-D_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224204p0000-D_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224204p0000-D_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224204p0000-D_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-D/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-D/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-D/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224204p0000-D/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224204p0000-D/mask_30m_512.tif,2024-06-11T22:42:04+00,34.43424113587689,-118.64401383251666
GAO20240611t224700p0000-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224700p0000-A_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224700p0000-A_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-A_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-A_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224700p0000-A/mask_30m_512.tif,2024-06-11T22:47:00+00,34.33061129499865,-118.51690504435152
GAO20240611t224700p0000-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224700p0000-B_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224700p0000-B_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-B_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-B_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-B/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-B/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224700p0000-B/mask_30m_512.tif,2024-06-11T22:47:00+00,34.32945426650794,-118.51762322715354
GAO20240611t224700p0000-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224700p0000-C_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224700p0000-C_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-C_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-C_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224700p0000-C/mask_30m_512.tif,2024-06-11T22:47:00+00,34.32584416533007,-118.516718583847
GAO20240611t224700p0000-F,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240611t224700p0000-F_l89_sr_LANDSAT_8_20240612T182724Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240611t224700p0000-F_l89_prev_LANDSAT_8_20240527T182723Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-F_minus90_l89_sr_LANDSAT_8_20240308T182811Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240611t224700p0000-F_minus360_l89_sr_LANDSAT_8_20230626T182752Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-F/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-F/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-F/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240611t224700p0000-F/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240611t224700p0000-F/mask_30m_512.tif,2024-06-11T22:47:00+00,34.32553451987573,-118.5127789818469
GAO20240612t193545p0000-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t193545p0000-A_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t193545p0000-A_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-A_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-A_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t193545p0000-A/mask_30m_512.tif,2024-06-12T19:35:45+00,33.94184579882203,-117.8347250842726
GAO20240612t193545p0000-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t193545p0000-B_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t193545p0000-B_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-B_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-B_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-B/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-B/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t193545p0000-B/mask_30m_512.tif,2024-06-12T19:35:45+00,33.94016523010785,-117.83845212751646
GAO20240612t193545p0000-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t193545p0000-C_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t193545p0000-C_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-C_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-C_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t193545p0000-C/mask_30m_512.tif,2024-06-12T19:35:45+00,33.939503374289856,-117.8343283776277
GAO20240612t193545p0000-E,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t193545p0000-E_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t193545p0000-E_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-E_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t193545p0000-E_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-E/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-E/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-E/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t193545p0000-E/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t193545p0000-E/mask_30m_512.tif,2024-06-12T19:35:45+00,33.93869940398787,-117.82885204786636
GAO20240612t194836p0000-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t194836p0000-A_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t194836p0000-A_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-A_minus90_l89_sr_LANDSAT_9_20240309T182244Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-A_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t194836p0000-A/mask_30m_512.tif,2024-06-12T19:48:36+00,33.79708110538488,-117.46199267703568
GAO20240612t194836p0000-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t194836p0000-C_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t194836p0000-C_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-C_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-C_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t194836p0000-C/mask_30m_512.tif,2024-06-12T19:48:36+00,33.79610535312696,-117.46779556088988
GAO20240612t194836p0000-D,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t194836p0000-D_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t194836p0000-D_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-D_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-D_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-D/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-D/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-D/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-D/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t194836p0000-D/mask_30m_512.tif,2024-06-12T19:48:36+00,33.79754793264232,-117.4678990662956
GAO20240612t194836p0000-E,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/GAO20240612t194836p0000-E_l89_sr_LANDSAT_9_20240613T182124Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/GAO20240612t194836p0000-E_l89_prev_LANDSAT_8_20240605T182114Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-E_minus90_l89_sr_LANDSAT_9_20240316T182853Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/GAO20240612t194836p0000-E_minus360_l89_sr_LANDSAT_8_20230619T182137Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-E/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-E/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-E/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/GAO20240612t194836p0000-E/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20240612t194836p0000-E/mask_30m_512.tif,2024-06-12T19:48:36+00,33.79923291906769,-117.46617637638867
